InvoiceNo,StockCode,ProductName,Category,Quantity,UnitPrice,TotalSales,InvoiceDate,CustomerID,CustomerName,Country,PaymentMethod
INV100225,P001,Wireless Mouse,Electronics,8,15.99,127.92,2025-11-30 06:20:00,1146,Customer_1146,Australia,PayPal
INV100226,P009,Bluetooth Speaker,Electronics,3,39.99,119.97,2025-08-19 03:51:00,1015,Customer_1015,UK,Credit Card
INV100227,P009,Bluetooth Speaker,Electronics,3,39.99,119.97,2025-05-07 22:28:00,1010,Customer_1010,Canada,Net Banking
INV100228,P009,Bluetooth Speaker,Electronics,10,39.99,399.9,2025-07-06 11:58:00,1040,Customer_1040,UK,PayPal
INV100229,P007,Monitor,Electronics,6,150.0,900.0,2025-11-03 01:50:00,1173,Customer_1173,Germany,UPI
INV100230,P002,Keyboard,Electronics,6,25.5,153.0,2025-10-13 21:24:00,1024,Customer_1024,UK,UPI
INV100231,P010,Desk Lamp,Home,3,22.5,67.5,2025-02-11 18:42:00,1085,Customer_1085,USA,UPI
INV100232,P005,Headphones,Electronics,7,45.99,321.93,2025-11-01 22:05:00,1033,Customer_1033,UK,Net Banking
INV100233,P007,Monitor,Electronics,6,150.0,900.0,2025-12-10 22:53:00,1032,Customer_1032,Germany,Net Banking
INV100234,P002,Keyboard,Electronics,7,25.5,178.5,2025-07-05 00:23:00,1130,Customer_1130,UK,Debit Card
INV100235,P004,Laptop Stand,Accessories,6,35.0,210.0,2025-09-06 06:14:00,1196,Customer_1196,USA,Debit Card
INV100236,P002,Keyboard,Electronics,5,25.5,127.5,2025-09-17 17:53:00,1025,Customer_1025,Germany,Net Banking
INV100237,P001,Wireless Mouse,Electronics,6,15.99,95.94,2025-11-13 04:38:00,1196,Customer_1196,Canada,Debit Card
INV100238,P003,USB Cable,Accessories,3,5.99,17.97,2025-11-16 05:46:00,1177,Customer_1177,Canada,Credit Card
INV100239,P007,Monitor,Electronics,6,150.0,900.0,2025-05-02 14:39:00,1173,Customer_1173,UK,PayPal
INV100240,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-06-08 15:57:00,1061,Customer_1061,USA,UPI
INV100241,P010,Desk Lamp,Home,8,22.5,180.0,2025-05-25 12:32:00,1118,Customer_1118,Australia,PayPal
INV100242,P003,USB Cable,Accessories,4,5.99,23.96,2025-03-12 08:03:00,1154,Customer_1154,Germany,PayPal
INV100243,P006,Webcam,Electronics,9,55.0,495.0,2025-12-31 16:54:00,1026,Customer_1026,India,UPI
INV100244,P002,Keyboard,Electronics,3,25.5,76.5,2025-08-19 16:09:00,1069,Customer_1069,Canada,Credit Card
INV100245,P004,Laptop Stand,Accessories,8,35.0,280.0,2025-01-14 13:03:00,1089,Customer_1089,Canada,Net Banking
INV100246,P006,Webcam,Electronics,4,55.0,220.0,2025-02-11 11:14:00,1098,Customer_1098,India,UPI
INV100247,P002,Keyboard,Electronics,6,25.5,153.0,2025-03-12 01:18:00,1037,Customer_1037,Canada,Debit Card
INV100248,P008,Power Bank,Accessories,8,29.99,239.92,2025-01-03 02:01:00,1157,Customer_1157,UK,Debit Card
INV100249,P003,USB Cable,Accessories,9,5.99,53.91,2025-11-08 16:27:00,1186,Customer_1186,India,UPI
INV100250,P004,Laptop Stand,Accessories,5,35.0,175.0,2025-01-25 07:26:00,1031,Customer_1031,Germany,Net Banking
INV100251,P008,Power Bank,Accessories,2,29.99,59.98,2025-09-13 19:34:00,1028,Customer_1028,India,Net Banking
INV100252,P010,Desk Lamp,Home,4,22.5,90.0,2025-03-15 09:27:00,1183,Customer_1183,India,Net Banking
INV100253,P006,Webcam,Electronics,4,55.0,220.0,2025-08-02 05:42:00,1146,Customer_1146,Germany,Credit Card
INV100254,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-09-27 17:32:00,1017,Customer_1017,Australia,Net Banking
INV100255,P001,Wireless Mouse,Electronics,7,15.99,111.93,2025-01-23 20:24:00,1120,Customer_1120,UK,UPI
INV100256,P001,Wireless Mouse,Electronics,6,15.99,95.94,2025-06-26 07:46:00,1017,Customer_1017,Germany,Credit Card
INV100257,P010,Desk Lamp,Home,6,22.5,135.0,2025-01-23 11:34:00,1034,Customer_1034,UK,Debit Card
INV100258,P008,Power Bank,Accessories,8,29.99,239.92,2025-04-04 04:04:00,1161,Customer_1161,Germany,PayPal
INV100259,P001,Wireless Mouse,Electronics,5,15.99,79.95,2025-01-23 06:56:00,1051,Customer_1051,India,UPI
INV100260,P005,Headphones,Electronics,9,45.99,413.91,2025-10-06 15:16:00,1101,Customer_1101,India,Debit Card
INV100261,P005,Headphones,Electronics,6,45.99,275.94,2025-01-25 20:21:00,1199,Customer_1199,UK,Credit Card
INV100262,P006,Webcam,Electronics,7,55.0,385.0,2025-08-14 12:21:00,1102,Customer_1102,USA,PayPal
INV100263,P008,Power Bank,Accessories,6,29.99,179.94,2025-05-17 02:46:00,1132,Customer_1132,Canada,Credit Card
INV100264,P007,Monitor,Electronics,10,150.0,1500.0,2025-10-07 09:20:00,1046,Customer_1046,India,Credit Card
INV100265,P006,Webcam,Electronics,5,55.0,275.0,2025-08-17 19:45:00,1078,Customer_1078,Canada,Debit Card
INV100266,P008,Power Bank,Accessories,6,29.99,179.94,2025-01-22 23:55:00,1114,Customer_1114,UK,Net Banking
INV100267,P007,Monitor,Electronics,5,150.0,750.0,2025-01-30 02:42:00,1163,Customer_1163,Germany,PayPal
INV100268,P006,Webcam,Electronics,9,55.0,495.0,2025-12-14 05:01:00,1191,Customer_1191,USA,Net Banking
INV100269,P008,Power Bank,Accessories,1,29.99,29.99,2025-02-04 07:49:00,1032,Customer_1032,Germany,UPI
INV100270,P006,Webcam,Electronics,7,55.0,385.0,2025-01-17 19:09:00,1145,Customer_1145,Germany,PayPal
INV100271,P006,Webcam,Electronics,6,55.0,330.0,2025-02-09 18:08:00,1113,Customer_1113,Australia,UPI
INV100272,P007,Monitor,Electronics,6,150.0,900.0,2025-05-23 07:07:00,1166,Customer_1166,India,Debit Card
INV100273,P008,Power Bank,Accessories,9,29.99,269.91,2025-10-15 03:16:00,1099,Customer_1099,UK,PayPal
INV100274,P004,Laptop Stand,Accessories,10,35.0,350.0,2025-12-22 15:12:00,1073,Customer_1073,India,Debit Card
INV100275,P002,Keyboard,Electronics,8,25.5,204.0,2025-08-16 02:51:00,1044,Customer_1044,Germany,UPI
INV100276,P006,Webcam,Electronics,2,55.0,110.0,2025-10-05 09:57:00,1140,Customer_1140,UK,Debit Card
INV100277,P003,USB Cable,Accessories,6,5.99,35.94,2025-04-25 03:12:00,1130,Customer_1130,USA,Debit Card
INV100278,P008,Power Bank,Accessories,1,29.99,29.99,2025-10-11 18:23:00,1092,Customer_1092,Canada,Net Banking
INV100279,P003,USB Cable,Accessories,10,5.99,59.9,2025-02-03 09:25:00,1022,Customer_1022,Germany,PayPal
INV100280,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-07-29 18:04:00,1196,Customer_1196,USA,UPI
INV100281,P002,Keyboard,Electronics,8,25.5,204.0,2025-12-15 16:22:00,1119,Customer_1119,USA,Net Banking
INV100282,P010,Desk Lamp,Home,3,22.5,67.5,2025-03-08 13:32:00,1196,Customer_1196,India,Credit Card
INV100283,P009,Bluetooth Speaker,Electronics,3,39.99,119.97,2025-03-26 05:20:00,1077,Customer_1077,Germany,Debit Card
INV100284,P006,Webcam,Electronics,9,55.0,495.0,2025-02-10 08:12:00,1072,Customer_1072,Germany,Net Banking
INV100285,P005,Headphones,Electronics,3,45.99,137.97,2025-06-05 19:34:00,1160,Customer_1160,India,Net Banking
INV100286,P003,USB Cable,Accessories,10,5.99,59.9,2025-03-20 05:42:00,1148,Customer_1148,Australia,Net Banking
INV100287,P006,Webcam,Electronics,10,55.0,550.0,2025-01-15 02:02:00,1010,Customer_1010,Germany,Net Banking
INV100288,P005,Headphones,Electronics,4,45.99,183.96,2025-10-20 13:39:00,1196,Customer_1196,Germany,Credit Card
INV100289,P008,Power Bank,Accessories,9,29.99,269.91,2025-11-25 09:30:00,1074,Customer_1074,USA,PayPal
INV100290,P005,Headphones,Electronics,8,45.99,367.92,2025-12-19 01:10:00,1018,Customer_1018,Canada,PayPal
INV100291,P008,Power Bank,Accessories,8,29.99,239.92,2025-06-24 19:09:00,1052,Customer_1052,UK,UPI
INV100292,P006,Webcam,Electronics,7,55.0,385.0,2025-07-09 16:35:00,1033,Customer_1033,India,UPI
INV100293,P004,Laptop Stand,Accessories,8,35.0,280.0,2025-05-17 14:15:00,1031,Customer_1031,USA,Credit Card
INV100294,P001,Wireless Mouse,Electronics,5,15.99,79.95,2025-11-12 13:15:00,1098,Customer_1098,USA,UPI
INV100295,P010,Desk Lamp,Home,6,22.5,135.0,2025-03-23 15:32:00,1048,Customer_1048,Canada,PayPal
INV100296,P005,Headphones,Electronics,8,45.99,367.92,2025-02-16 12:32:00,1005,Customer_1005,Canada,Debit Card
INV100297,P004,Laptop Stand,Accessories,10,35.0,350.0,2025-01-25 01:18:00,1090,Customer_1090,Canada,Net Banking
INV100298,P008,Power Bank,Accessories,5,29.99,149.95,2025-01-05 03:27:00,1137,Customer_1137,USA,UPI
INV100299,P006,Webcam,Electronics,7,55.0,385.0,2025-01-24 12:03:00,1093,Customer_1093,Australia,Net Banking
INV100300,P004,Laptop Stand,Accessories,6,35.0,210.0,2025-05-28 02:24:00,1141,Customer_1141,Australia,PayPal
INV100301,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-12-15 19:07:00,1159,Customer_1159,USA,Credit Card
INV100302,P007,Monitor,Electronics,6,150.0,900.0,2025-10-13 11:48:00,1086,Customer_1086,USA,Debit Card
INV100303,P010,Desk Lamp,Home,9,22.5,202.5,2025-09-14 01:02:00,1102,Customer_1102,India,Debit Card
INV100304,P006,Webcam,Electronics,8,55.0,440.0,2025-08-22 04:38:00,1132,Customer_1132,Australia,Debit Card
INV100305,P006,Webcam,Electronics,10,55.0,550.0,2025-03-25 12:39:00,1081,Customer_1081,Germany,UPI
INV100306,P010,Desk Lamp,Home,6,22.5,135.0,2025-09-18 17:31:00,1129,Customer_1129,Germany,Net Banking
INV100307,P005,Headphones,Electronics,8,45.99,367.92,2025-07-08 10:43:00,1004,Customer_1004,India,PayPal
INV100308,P010,Desk Lamp,Home,5,22.5,112.5,2025-12-19 20:01:00,1185,Customer_1185,Australia,PayPal
INV100309,P005,Headphones,Electronics,10,45.99,459.9,2025-04-27 23:03:00,1147,Customer_1147,Australia,PayPal
INV100310,P003,USB Cable,Accessories,9,5.99,53.91,2025-11-14 12:09:00,1161,Customer_1161,Germany,Debit Card
INV100311,P001,Wireless Mouse,Electronics,10,15.99,159.9,2025-02-26 06:01:00,1179,Customer_1179,Canada,UPI
INV100312,P007,Monitor,Electronics,3,150.0,450.0,2025-12-20 06:26:00,1105,Customer_1105,Australia,Net Banking
INV100313,P008,Power Bank,Accessories,1,29.99,29.99,2025-03-12 16:13:00,1180,Customer_1180,Australia,UPI
INV100314,P008,Power Bank,Accessories,9,29.99,269.91,2025-06-10 05:29:00,1096,Customer_1096,Australia,UPI
INV100315,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-12-15 20:51:00,1173,Customer_1173,Germany,UPI
INV100316,P010,Desk Lamp,Home,8,22.5,180.0,2025-05-07 08:35:00,1049,Customer_1049,UK,Debit Card
INV100317,P005,Headphones,Electronics,5,45.99,229.95,2025-04-17 22:45:00,1180,Customer_1180,Canada,UPI
INV100318,P008,Power Bank,Accessories,6,29.99,179.94,2025-05-21 09:07:00,1143,Customer_1143,Australia,Net Banking
INV100319,P007,Monitor,Electronics,7,150.0,1050.0,2025-03-16 09:02:00,1088,Customer_1088,UK,Credit Card
INV100320,P006,Webcam,Electronics,8,55.0,440.0,2025-05-12 23:30:00,1167,Customer_1167,USA,Debit Card
INV100321,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-12-23 08:08:00,1143,Customer_1143,India,Net Banking
INV100322,P010,Desk Lamp,Home,4,22.5,90.0,2025-01-26 21:57:00,1062,Customer_1062,Australia,Debit Card
INV100323,P004,Laptop Stand,Accessories,1,35.0,35.0,2025-07-31 10:45:00,1025,Customer_1025,Canada,Credit Card
INV100324,P003,USB Cable,Accessories,1,5.99,5.99,2025-03-22 13:41:00,1140,Customer_1140,Canada,PayPal
INV100325,P004,Laptop Stand,Accessories,5,35.0,175.0,2025-05-27 20:03:00,1082,Customer_1082,India,Net Banking
INV100326,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-01-20 05:26:00,1189,Customer_1189,USA,Credit Card
INV100327,P007,Monitor,Electronics,8,150.0,1200.0,2025-05-29 01:00:00,1047,Customer_1047,UK,Net Banking
INV100328,P010,Desk Lamp,Home,2,22.5,45.0,2025-05-26 14:41:00,1085,Customer_1085,Australia,Net Banking
INV100329,P008,Power Bank,Accessories,3,29.99,89.97,2025-08-28 08:12:00,1129,Customer_1129,India,UPI
INV100330,P003,USB Cable,Accessories,8,5.99,47.92,2025-05-12 22:11:00,1165,Customer_1165,India,UPI
INV100331,P005,Headphones,Electronics,10,45.99,459.9,2025-04-09 05:39:00,1172,Customer_1172,Germany,PayPal
INV100332,P007,Monitor,Electronics,9,150.0,1350.0,2025-02-14 12:42:00,1083,Customer_1083,India,Debit Card
INV100333,P003,USB Cable,Accessories,8,5.99,47.92,2025-05-08 00:16:00,1082,Customer_1082,Canada,Debit Card
INV100334,P008,Power Bank,Accessories,5,29.99,149.95,2025-06-04 18:46:00,1084,Customer_1084,Australia,Credit Card
INV100335,P005,Headphones,Electronics,6,45.99,275.94,2025-05-01 01:42:00,1177,Customer_1177,India,PayPal
INV100336,P005,Headphones,Electronics,3,45.99,137.97,2025-12-18 16:59:00,1103,Customer_1103,Germany,UPI
INV100337,P002,Keyboard,Electronics,5,25.5,127.5,2025-11-11 07:14:00,1094,Customer_1094,USA,PayPal
INV100338,P003,USB Cable,Accessories,8,5.99,47.92,2025-11-07 11:26:00,1191,Customer_1191,Germany,Net Banking
INV100339,P008,Power Bank,Accessories,9,29.99,269.91,2025-04-22 07:43:00,1170,Customer_1170,Australia,Credit Card
INV100340,P009,Bluetooth Speaker,Electronics,8,39.99,319.92,2025-12-27 11:04:00,1135,Customer_1135,Australia,Credit Card
INV100341,P001,Wireless Mouse,Electronics,9,15.99,143.91,2025-04-14 18:34:00,1129,Customer_1129,USA,Debit Card
INV100342,P006,Webcam,Electronics,9,55.0,495.0,2025-03-01 21:13:00,1113,Customer_1113,Germany,Net Banking
INV100343,P008,Power Bank,Accessories,2,29.99,59.98,2025-08-17 01:29:00,1130,Customer_1130,USA,Net Banking
INV100344,P007,Monitor,Electronics,8,150.0,1200.0,2025-01-30 17:29:00,1144,Customer_1144,Germany,UPI
INV100345,P001,Wireless Mouse,Electronics,7,15.99,111.93,2025-01-02 23:13:00,1065,Customer_1065,Australia,Credit Card
INV100346,P001,Wireless Mouse,Electronics,7,15.99,111.93,2025-12-25 02:34:00,1088,Customer_1088,India,Credit Card
INV100347,P008,Power Bank,Accessories,1,29.99,29.99,2025-07-29 05:49:00,1073,Customer_1073,USA,PayPal
INV100348,P006,Webcam,Electronics,7,55.0,385.0,2025-07-13 12:05:00,1114,Customer_1114,Germany,Net Banking
INV100349,P003,USB Cable,Accessories,6,5.99,35.94,2025-04-02 17:25:00,1030,Customer_1030,Australia,Debit Card
INV100350,P004,Laptop Stand,Accessories,1,35.0,35.0,2025-01-12 09:29:00,1193,Customer_1193,Germany,Net Banking
INV100351,P007,Monitor,Electronics,9,150.0,1350.0,2025-04-28 07:29:00,1097,Customer_1097,UK,Debit Card
INV100352,P005,Headphones,Electronics,4,45.99,183.96,2025-02-27 01:51:00,1185,Customer_1185,Germany,PayPal
INV100353,P010,Desk Lamp,Home,1,22.5,22.5,2025-04-16 02:06:00,1061,Customer_1061,Australia,Credit Card
INV100354,P008,Power Bank,Accessories,10,29.99,299.9,2025-12-27 01:15:00,1172,Customer_1172,Germany,Credit Card
INV100355,P007,Monitor,Electronics,8,150.0,1200.0,2025-10-04 06:48:00,1059,Customer_1059,India,Debit Card
INV100356,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-10-22 10:36:00,1059,Customer_1059,Australia,UPI
INV100357,P004,Laptop Stand,Accessories,5,35.0,175.0,2025-12-05 16:14:00,1036,Customer_1036,Canada,UPI
INV100358,P005,Headphones,Electronics,1,45.99,45.99,2025-10-30 23:58:00,1142,Customer_1142,USA,PayPal
INV100359,P009,Bluetooth Speaker,Electronics,8,39.99,319.92,2025-06-26 20:42:00,1012,Customer_1012,Canada,Net Banking
INV100360,P006,Webcam,Electronics,7,55.0,385.0,2025-03-18 09:24:00,1104,Customer_1104,USA,Net Banking
INV100361,P008,Power Bank,Accessories,4,29.99,119.96,2025-06-03 22:09:00,1057,Customer_1057,Canada,Credit Card
INV100362,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-10-13 16:08:00,1106,Customer_1106,Canada,Debit Card
INV100363,P005,Headphones,Electronics,4,45.99,183.96,2025-11-28 02:59:00,1084,Customer_1084,Canada,UPI
INV100364,P002,Keyboard,Electronics,9,25.5,229.5,2025-04-08 01:17:00,1185,Customer_1185,Canada,Net Banking
INV100365,P010,Desk Lamp,Home,1,22.5,22.5,2025-04-07 18:46:00,1018,Customer_1018,Germany,Net Banking
INV100366,P004,Laptop Stand,Accessories,8,35.0,280.0,2025-06-20 09:58:00,1053,Customer_1053,India,Debit Card
INV100367,P004,Laptop Stand,Accessories,2,35.0,70.0,2025-09-03 07:44:00,1191,Customer_1191,Australia,Debit Card
INV100368,P007,Monitor,Electronics,4,150.0,600.0,2025-06-14 09:24:00,1141,Customer_1141,Canada,Net Banking
INV100369,P006,Webcam,Electronics,5,55.0,275.0,2025-07-04 16:56:00,1066,Customer_1066,Canada,PayPal
INV100370,P002,Keyboard,Electronics,8,25.5,204.0,2025-06-13 06:23:00,1194,Customer_1194,UK,PayPal
INV100371,P001,Wireless Mouse,Electronics,10,15.99,159.9,2025-03-16 00:16:00,1056,Customer_1056,Australia,Net Banking
INV100372,P010,Desk Lamp,Home,7,22.5,157.5,2025-03-20 06:21:00,1075,Customer_1075,USA,PayPal
INV100373,P010,Desk Lamp,Home,4,22.5,90.0,2025-10-09 20:43:00,1127,Customer_1127,UK,UPI
INV100374,P008,Power Bank,Accessories,8,29.99,239.92,2025-03-28 23:50:00,1117,Customer_1117,UK,Debit Card
INV100375,P003,USB Cable,Accessories,9,5.99,53.91,2025-04-05 17:41:00,1125,Customer_1125,India,Net Banking
INV100376,P001,Wireless Mouse,Electronics,2,15.99,31.98,2025-01-25 00:26:00,1171,Customer_1171,USA,Debit Card
INV100377,P002,Keyboard,Electronics,3,25.5,76.5,2025-04-22 16:29:00,1002,Customer_1002,UK,Credit Card
INV100378,P010,Desk Lamp,Home,10,22.5,225.0,2025-12-04 15:01:00,1123,Customer_1123,India,Net Banking
INV100379,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-01-09 16:46:00,1003,Customer_1003,UK,Net Banking
INV100380,P005,Headphones,Electronics,1,45.99,45.99,2025-12-24 21:27:00,1128,Customer_1128,USA,Credit Card
INV100381,P002,Keyboard,Electronics,9,25.5,229.5,2025-05-04 06:39:00,1038,Customer_1038,Australia,UPI
INV100382,P006,Webcam,Electronics,5,55.0,275.0,2025-02-10 11:25:00,1101,Customer_1101,Canada,Net Banking
INV100383,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-12-17 02:41:00,1076,Customer_1076,Germany,Credit Card
INV100384,P002,Keyboard,Electronics,7,25.5,178.5,2025-07-13 17:30:00,1097,Customer_1097,India,Credit Card
INV100385,P003,USB Cable,Accessories,2,5.99,11.98,2025-08-11 20:50:00,1127,Customer_1127,UK,Net Banking
INV100386,P002,Keyboard,Electronics,9,25.5,229.5,2025-04-28 06:57:00,1010,Customer_1010,Germany,Net Banking
INV100387,P008,Power Bank,Accessories,5,29.99,149.95,2025-02-08 21:59:00,1011,Customer_1011,UK,Net Banking
INV100388,P010,Desk Lamp,Home,1,22.5,22.5,2025-06-11 00:13:00,1045,Customer_1045,Australia,Debit Card
INV100389,P007,Monitor,Electronics,2,150.0,300.0,2025-03-25 18:15:00,1076,Customer_1076,Australia,PayPal
INV100390,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-03-13 22:46:00,1098,Customer_1098,India,Net Banking
INV100391,P006,Webcam,Electronics,1,55.0,55.0,2025-08-12 07:53:00,1025,Customer_1025,India,UPI
INV100392,P010,Desk Lamp,Home,10,22.5,225.0,2025-07-23 10:01:00,1152,Customer_1152,Germany,UPI
INV100393,P008,Power Bank,Accessories,8,29.99,239.92,2025-07-02 17:24:00,1058,Customer_1058,Canada,Debit Card
INV100394,P010,Desk Lamp,Home,7,22.5,157.5,2025-11-13 09:51:00,1021,Customer_1021,USA,Credit Card
INV100395,P002,Keyboard,Electronics,5,25.5,127.5,2025-07-14 22:50:00,1039,Customer_1039,Germany,Debit Card
INV100396,P007,Monitor,Electronics,6,150.0,900.0,2025-02-24 02:00:00,1092,Customer_1092,UK,PayPal
INV100397,P006,Webcam,Electronics,5,55.0,275.0,2025-03-09 02:11:00,1026,Customer_1026,Canada,PayPal
INV100398,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-07-28 03:01:00,1131,Customer_1131,India,UPI
INV100399,P009,Bluetooth Speaker,Electronics,2,39.99,79.98,2025-11-03 10:55:00,1152,Customer_1152,Canada,Credit Card
INV100400,P005,Headphones,Electronics,7,45.99,321.93,2025-02-13 23:57:00,1099,Customer_1099,Australia,Debit Card
INV100401,P010,Desk Lamp,Home,9,22.5,202.5,2025-12-17 12:10:00,1043,Customer_1043,USA,UPI
INV100402,P005,Headphones,Electronics,5,45.99,229.95,2025-03-16 02:10:00,1126,Customer_1126,Canada,UPI
INV100403,P007,Monitor,Electronics,5,150.0,750.0,2025-02-09 11:16:00,1123,Customer_1123,USA,PayPal
INV100404,P010,Desk Lamp,Home,10,22.5,225.0,2025-08-23 03:08:00,1050,Customer_1050,UK,Credit Card
INV100405,P007,Monitor,Electronics,6,150.0,900.0,2025-07-14 10:28:00,1158,Customer_1158,UK,PayPal
INV100406,P010,Desk Lamp,Home,3,22.5,67.5,2025-06-14 19:44:00,1076,Customer_1076,USA,PayPal
INV100407,P006,Webcam,Electronics,3,55.0,165.0,2025-06-13 09:47:00,1101,Customer_1101,Germany,PayPal
INV100408,P010,Desk Lamp,Home,4,22.5,90.0,2025-07-12 08:52:00,1083,Customer_1083,Canada,UPI
INV100409,P002,Keyboard,Electronics,10,25.5,255.0,2025-10-31 17:11:00,1051,Customer_1051,Germany,Net Banking
INV100410,P001,Wireless Mouse,Electronics,8,15.99,127.92,2025-04-18 14:51:00,1181,Customer_1181,UK,Credit Card
INV100411,P007,Monitor,Electronics,8,150.0,1200.0,2025-11-21 09:15:00,1035,Customer_1035,UK,Debit Card
INV100412,P007,Monitor,Electronics,7,150.0,1050.0,2025-08-18 19:30:00,1018,Customer_1018,Australia,PayPal
INV100413,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-08-03 17:02:00,1177,Customer_1177,UK,Net Banking
INV100414,P010,Desk Lamp,Home,2,22.5,45.0,2025-05-08 21:42:00,1027,Customer_1027,UK,Debit Card
INV100415,P010,Desk Lamp,Home,1,22.5,22.5,2025-11-27 21:41:00,1144,Customer_1144,Canada,UPI
INV100416,P007,Monitor,Electronics,2,150.0,300.0,2025-02-20 08:14:00,1002,Customer_1002,Australia,Net Banking
INV100417,P009,Bluetooth Speaker,Electronics,10,39.99,399.9,2025-10-22 07:28:00,1176,Customer_1176,UK,PayPal
INV100418,P008,Power Bank,Accessories,10,29.99,299.9,2025-09-14 04:22:00,1176,Customer_1176,India,PayPal
INV100419,P002,Keyboard,Electronics,5,25.5,127.5,2025-02-13 03:53:00,1106,Customer_1106,Germany,Debit Card
INV100420,P006,Webcam,Electronics,5,55.0,275.0,2025-08-22 06:33:00,1087,Customer_1087,Canada,UPI
INV100421,P008,Power Bank,Accessories,2,29.99,59.98,2025-12-23 14:20:00,1112,Customer_1112,India,UPI
INV100422,P001,Wireless Mouse,Electronics,2,15.99,31.98,2025-06-25 20:06:00,1005,Customer_1005,Germany,Debit Card
INV100423,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-10-10 05:21:00,1044,Customer_1044,Australia,PayPal
INV100424,P008,Power Bank,Accessories,4,29.99,119.96,2025-11-19 05:11:00,1103,Customer_1103,Germany,PayPal
INV100425,P007,Monitor,Electronics,1,150.0,150.0,2025-11-11 06:28:00,1188,Customer_1188,Australia,PayPal
INV100426,P007,Monitor,Electronics,1,150.0,150.0,2025-04-20 06:17:00,1180,Customer_1180,Germany,Credit Card
INV100427,P010,Desk Lamp,Home,2,22.5,45.0,2025-04-06 11:20:00,1137,Customer_1137,USA,PayPal
INV100428,P002,Keyboard,Electronics,5,25.5,127.5,2025-09-08 16:40:00,1171,Customer_1171,UK,Net Banking
INV100429,P007,Monitor,Electronics,10,150.0,1500.0,2025-10-28 03:22:00,1100,Customer_1100,UK,PayPal
INV100430,P010,Desk Lamp,Home,3,22.5,67.5,2025-12-28 09:58:00,1172,Customer_1172,Australia,Net Banking
INV100431,P002,Keyboard,Electronics,3,25.5,76.5,2025-03-02 07:19:00,1080,Customer_1080,India,Debit Card
INV100432,P006,Webcam,Electronics,3,55.0,165.0,2025-07-18 13:38:00,1130,Customer_1130,USA,Net Banking
INV100433,P007,Monitor,Electronics,7,150.0,1050.0,2025-09-07 20:34:00,1047,Customer_1047,Germany,Debit Card
INV100434,P009,Bluetooth Speaker,Electronics,3,39.99,119.97,2025-05-28 04:11:00,1125,Customer_1125,UK,PayPal
INV100435,P010,Desk Lamp,Home,1,22.5,22.5,2025-01-05 15:08:00,1091,Customer_1091,USA,PayPal
INV100436,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-09-11 13:43:00,1167,Customer_1167,Canada,PayPal
INV100437,P008,Power Bank,Accessories,8,29.99,239.92,2025-02-12 18:01:00,1042,Customer_1042,USA,UPI
INV100438,P001,Wireless Mouse,Electronics,5,15.99,79.95,2025-10-03 09:10:00,1057,Customer_1057,Canada,Net Banking
INV100439,P008,Power Bank,Accessories,9,29.99,269.91,2025-02-27 18:07:00,1130,Customer_1130,UK,Net Banking
INV100440,P006,Webcam,Electronics,9,55.0,495.0,2025-01-22 23:28:00,1193,Customer_1193,Australia,Debit Card
INV100441,P007,Monitor,Electronics,2,150.0,300.0,2025-12-01 07:19:00,1188,Customer_1188,India,PayPal
INV100442,P005,Headphones,Electronics,6,45.99,275.94,2025-08-13 03:49:00,1022,Customer_1022,USA,Debit Card
INV100443,P010,Desk Lamp,Home,6,22.5,135.0,2025-11-09 20:27:00,1181,Customer_1181,USA,Net Banking
INV100444,P003,USB Cable,Accessories,4,5.99,23.96,2025-01-31 18:22:00,1052,Customer_1052,Australia,UPI
INV100445,P010,Desk Lamp,Home,9,22.5,202.5,2025-06-15 22:18:00,1043,Customer_1043,UK,Net Banking
INV100446,P005,Headphones,Electronics,9,45.99,413.91,2025-02-18 04:48:00,1173,Customer_1173,Canada,Credit Card
INV100447,P005,Headphones,Electronics,3,45.99,137.97,2025-03-09 07:09:00,1179,Customer_1179,Germany,UPI
INV100448,P004,Laptop Stand,Accessories,7,35.0,245.0,2025-03-14 18:40:00,1125,Customer_1125,UK,PayPal
INV100449,P007,Monitor,Electronics,8,150.0,1200.0,2025-11-21 02:25:00,1019,Customer_1019,Australia,UPI
INV100450,P006,Webcam,Electronics,8,55.0,440.0,2025-06-17 18:00:00,1124,Customer_1124,Germany,Credit Card
INV100451,P008,Power Bank,Accessories,6,29.99,179.94,2025-10-01 12:13:00,1016,Customer_1016,Canada,Debit Card
